TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,CustomerAge_Group,Target
-1.1202518791504075,0.0,1.1926140665297138,-1.2157768674919593,1.4266360181996707,-1.323835538470496,-0.5415676043705149,0.0,0.002917985976496347,1.235893822543391,1
0.5571937391505825,0.0,-0.5110905203269652,-1.2157768674919593,1.313889398582493,-1.323835538470496,0.30850152230456834,0.0,2.216530537763464,1.235893822543391,0
-0.6005517593840921,0.0,0.13793979847557922,1.27205691185771,-1.4484027820383598,1.317949812752262,-0.8957630738184663,0.0,-1.018512637946243,0.0012695365408766889,1
-0.33092837282796733,0.0,0.9492276969787597,1.27205691185771,-1.053789613378238,1.317949812752262,-1.3349654559339261,0.0,0.8878945145532691,0.0012695365408766889,1
-0.7586851113343773,0.0,0.5435837477271694,-1.2157768674919593,-1.5047760918469486,1.317949812752262,0.7477039044200281,0.0,-1.1057264175404544,0.0012695365408766889,1
-1.1527215568648626,0.0,1.436000436080668,-1.2157768674919593,-0.4336832054837608,-1.323835538470496,0.2801658847487322,0.0,2.103324404741595,-1.2333547494616377,1
-0.3915137343836126,0.0,-0.42996173047664715,0.028140022182875413,1.2575160887739045,0.4373546956780092,2.4336743389922764,0.0,-0.5899856953773223,1.235893822543391,0
-0.6934678414029182,0.0,-0.8356056797282374,0.028140022182875413,0.3555431318364829,-0.4432404213962434,-0.4707285104809246,0.0,1.0225744839339679,-1.2333547494616377,0
2.593936490163454,0.0,0.38132616802653335,-1.2157768674919593,0.5810363710708383,-1.323835538470496,0.01097732796828918,0.0,-1.0442336243431387,-1.2333547494616377,1
-1.1031601372436544,0.0,-1.728022368081736,1.27205691185771,0.4119164416450717,-0.4432404213962434,-0.853259617484712,0.0,0.6396858437933797,-1.2333547494616377,0
-0.3053602385934748,0.0,0.05681100862526116,1.27205691185771,-1.3356561624211825,1.317949812752262,0.7618717231979462,0.0,-0.9144561819804606,0.0012695365408766889,1
1.1050558618418458,0.0,0.13793979847557922,0.028140022182875413,-1.1665362329954159,1.317949812752262,-0.11653304103297324,0.0,-0.8911058170032452,0.0012695365408766889,1
2.43552522371062,0.0,0.05681100862526116,-1.2157768674919593,-1.053789613378238,1.317949812752262,0.05348078430204339,0.0,-1.2572797840886598,0.0012695365408766889,1
-0.4120330884884679,0.0,-0.024317781225056893,1.27205691185771,-1.5047760918469486,1.317949812752262,0.2093267908591419,0.0,-1.2290576128893587,0.0012695365408766889,0
0.9704062853569368,0.0,-0.9167344695785554,-1.2157768674919593,-0.4900565152923496,-0.4432404213962434,0.13848769696955168,0.0,-0.41864045604774935,-1.2333547494616377,0
1.3888992071117192,0.0,-1.5657647883811,0.028140022182875413,-1.4484027820383598,1.317949812752262,0.5493544415291755,0.0,-1.0162316188480411,0.0012695365408766889,0
1.097691127524302,0.0,-1.0789920492791916,1.27205691185771,-0.32093658586658314,-0.4432404213962434,1.6261086686509476,0.0,0.0023445311190360262,-1.2333547494616377,0
-1.0989914197054218,0.0,-1.728022368081736,0.028140022182875413,0.8065296103051937,0.4373546956780092,-0.18737213492256358,0.0,0.7289937576438523,1.235893822543391,0
-0.8544266574624497,0.0,-1.0789920492791916,1.27205691185771,-1.5047760918469486,1.317949812752262,0.705200448086274,0.0,0.37576092584621607,0.0012695365408766889,0
-0.9107506633123467,0.0,-0.10544657107537495,0.028140022182875413,1.4830093280082595,0.4373546956780092,-1.1507838118209912,0.0,0.166424302209892,1.235893822543391,0
-0.7882366867720699,0.0,-0.186575360925693,0.028140022182875413,-0.37730989567517204,-1.323835538470496,-0.37155377903549824,0.0,1.0356436225381436,-1.2333547494616377,0
-0.5113875231496753,0.0,0.9492276969787597,1.27205691185771,-1.3356561624211825,1.317949812752262,-0.32905032270174406,0.0,-0.8115031146020238,0.0012695365408766889,1
-1.150822474430779,0.0,-0.5110905203269652,1.27205691185771,1.144769469156727,0.4373546956780092,2.2211570573235058,0.0,-0.3753420542431616,1.235893822543391,0
-0.9987569224528099,0.0,0.30019737817621533,0.028140022182875413,-0.4336832054837608,-0.4432404213962434,-0.3432181414796622,0.0,-0.6180747431275698,-1.2333547494616377,1
-0.5951787456681482,0.0,-0.186575360925693,1.27205691185771,-0.03907003682363895,-1.323835538470496,1.1018993738679794,0.0,-0.8521825685531207,-1.2333547494616377,0
-0.9253411746961598,0.0,-0.8356056797282374,0.028140022182875413,-0.997416303569649,1.317949812752262,2.3203317887689314,0.0,-0.959800076781079,0.0012695365408766889,0
-1.0543861420463343,0.0,0.21906858832589726,1.27205691185771,0.8065296103051937,-1.323835538470496,-1.4058045498235168,0.0,0.8278379185659321,1.235893822543391,1
-0.911677044987509,0.0,-1.4846359985307818,-1.2157768674919593,-0.8846696839524716,-1.323835538470496,1.9519685005430627,0.0,1.2090753159249938,0.0012695365408766889,0
2.6027834351612578,0.0,-0.10544657107537495,1.27205691185771,-1.2792828526125934,1.317949812752262,0.43601189130583085,0.0,-1.203695035778376,0.0012695365408766889,0
-0.003174536155378462,0.0,1.273742856380032,0.028140022182875413,0.01730327298494985,-1.323835538470496,-0.9807699864859747,0.0,2.487119308362278,-1.2333547494616377,1
-0.6076385791990875,0.0,1.436000436080668,0.028140022182875413,0.24279651221930526,-0.4432404213962434,-1.0516090803755649,0.0,0.16996487394144433,-1.2333547494616377,1
-0.8236244667632877,0.0,0.30019737817621533,0.028140022182875413,-1.053789613378238,1.317949812752262,0.36517279741624054,0.0,-1.0752795487021665,0.0012695365408766889,1
0.36909194000878154,0.0,0.5435837477271694,1.27205691185771,0.5810363710708383,0.4373546956780092,1.3710879306484223,0.0,-1.0448710808587975,-1.2333547494616377,1
0.3359274760379544,0.0,1.111485276679396,-1.2157768674919593,1.032022849539549,0.4373546956780092,-0.003190490809628922,0.0,-0.19895604431385866,1.235893822543391,1
-1.0279379452204371,0.0,0.7058413274278056,1.27205691185771,-0.37730989567517204,-1.323835538470496,-1.4199723686014345,0.0,2.3331594794658,-1.2333547494616377,1
-0.06728014807664236,0.0,-1.3223784188301457,1.27205691185771,0.693782990688016,-1.323835538470496,-0.04569394714338293,0.0,2.113644032109554,1.235893822543391,0
-0.9292782968156019,0.0,1.517129225930986,-1.2157768674919593,-1.4484027820383598,1.317949812752262,-0.03152612836546492,0.0,-1.2439418385200496,0.0012695365408766889,1
0.22402056967829143,0.0,-0.024317781225056893,0.028140022182875413,-0.997416303569649,1.317949812752262,-1.2216229057105819,0.0,-1.0834717609516005,0.0012695365408766889,0
-0.4236128594280026,0.0,-1.4846359985307818,0.028140022182875413,-1.053789613378238,1.317949812752262,-0.6265745170380232,0.0,-0.9194585515852716,0.0012695365408766889,0
1.17786946150964,0.0,0.5435837477271694,1.27205691185771,-1.4484027820383598,1.317949812752262,-0.20153995370048156,0.0,-1.1057212974077983,0.0012695365408766889,1
1.7182278926320846,0.0,-0.9167344695785554,1.27205691185771,-1.053789613378238,1.317949812752262,0.26599806597081416,0.0,-1.2378693611901563,0.0012695365408766889,0
0.784620440403043,0.0,-0.26770415077601106,1.27205691185771,1.3702627083910819,0.4373546956780092,0.025145146746207183,0.0,-0.30548552435243914,1.235893822543391,0
-0.7898115356198465,0.0,1.5982580157813042,0.028140022182875413,1.2575160887739045,-1.323835538470496,0.36517279741624054,0.0,2.5099115788799997,1.235893822543391,1
-0.40040699846517525,0.0,1.1926140665297138,0.028140022182875413,-0.9410429937610605,1.317949812752262,0.32266934108248646,0.0,-1.0706023075210047,0.0012695365408766889,1
-0.7008788948042205,0.0,0.6247125375774875,-1.2157768674919593,0.9756495397309602,0.4373546956780092,-0.41405723536925243,0.0,-0.15950030206752103,1.235893822543391,1
0.2825678915485786,0.0,0.13793979847557922,0.028140022182875413,-1.1101629231868269,1.317949812752262,-0.5132319668146788,0.0,-0.9668812202441839,0.0012695365408766889,1
-0.9050997350938536,0.0,-1.0789920492791916,0.028140022182875413,0.693782990688016,0.4373546956780092,-0.9524343489301385,0.0,-0.40087615579811686,1.235893822543391,0
